doi,satis,confirm,ideal,comp,handle,nocomp
46,7,6,7,0,,1
335,7,6,8,0,,1
80,8,6,9,0,,1
126,7,6,7,0,,1
2024-01-27,7,8,7,0,,1
116,7,6,7,0,,1
138,9,7,6,0,,1
342,9,8,7,0,,1
2024-07-23,8,7,6,0,,1
356,7,8,8,0,,1
2024-03-17,8,6,9,0,,1
42,7,10,8,0,,1
347,9,7,9,0,,1
2024-05-31,9,8,6,0,,1
2024-03-18,8,7,9,0,,1
300,8,9,7,0,,1
2024-06-24,9,7,7,0,,1
2024-12-08,8,7,9,0,,1
87,6,8,8,0,,1
2024-05-21,7,5,6,0,,3
77,8,6,7,0,,1
2024-11-26,7,6,7,0,,1
323,7,6,7,0,,1
262,7,6,8,0,,1
341,9,7,8,0,,1
189,9,6,7,0,,1
287,8,7,8,0,,1
2024-05-20,10,7,8,0,,1
204,8,6,8,0,,1
234,7,8,7,0,,1
2024-07-12,7,6,8,0,,1
266,7,8,7,0,,1
2024-01-21,8,6,8,0,,1
2024-02-04,5,4,4,0,,3
2024-04-21,7,6,7,0,,1
86,8,7,7,0,,1
99,7,8,7,0,,1
239,8,8,6,0,,1
2024-06-16,9,7,9,0,,1
118,7,6,7,0,,1
2024-04-01,8,6,8,0,,1
100,7,6,7,0,,1
2024-08-17,7,7,6,0,,1
113,6,7,6,0,,1
245,8,6,6,0,,1
156,8,8,8,0,,1
2024-02-18,8,7,8,0,,1
2024-05-15,8,8,6,0,,1
2024-06-15,5,2,3,0,,3
62,7,8,7,0,,1
2024-06-27,10,7,8,0,,1
2024-12-05,8,6,7,0,,1
2024-03-08,7,7,6,0,,1
2024-02-19,6,6,8,0,,1
2024-02-12,5,4,3,0,,3
2024-03-06,7,8,7,0,,1
2024-07-17,8,6,7,0,,1
2024-03-08,10,7,7,0,,1
104,8,6,9,0,,1
321,6,6,7,0,,1
199,7,8,7,0,,1
34,8,7,8,0,,1
301,8,6,7,0,,1
311,6,6,7,0,,1
2024-10-13,7,6,7,0,,1
2024-05-13,6,7,7,0,,1
2024-06-20,6,7,6,0,,1
93,6,7,6,0,,1
317,6,7,8,0,,1
2024-07-30,7,6,7,0,,1
2024-04-17,8,7,7,0,,1
2024-09-23,9,7,8,0,,1
2024-10-06,8,7,7,0,,1
2024-08-20,6,7,6,0,,1
2024-11-19,7,7,6,0,,1
191,8,7,6,0,,1
351,7,6,8,0,,1
86,7,7,8,0,,1
110,6,6,7,0,,1
290,9,7,8,0,,1
28,8,6,7,0,,1
2024-12-30,4,5,2,0,,3
2024-10-06,8,6,8,0,,1
300,9,6,8,0,,1
299,8,7,6,0,,1
2024-08-21,7,6,7,0,,1
2024-09-24,9,6,7,0,,1
271,8,7,7,0,,1
190,9,6,8,0,,1
2024-05-18,9,7,6,0,,1
119,8,7,8,0,,1
2024-07-01,10,7,8,0,,1
2024-07-06,7,6,8,0,,1
25,8,9,9,0,,1
294,8,9,6,0,,1
2024-10-29,8,6,8,0,,1
2024-09-20,7,7,8,0,,1
44,7,8,7,0,,1
163,7,9,7,0,,1
2024-11-13,7,6,8,0,,1
1,8,7,8,0,,1
150,7,7,6,0,,1
2024-01-20,8,6,8,0,,1
7,8,7,9,0,,1
347,8,7,8,0,,1
254,7,7,8,0,,1
227,8,7,8,0,,1
2024-01-11,7,9,7,0,,1
97,6,6,8,0,,1
2024-04-04,6,7,7,0,,1
2024-06-27,9,7,7,0,,1
2024-09-03,8,6,7,0,,1
2024-11-25,7,6,7,0,,1
2024-06-26,9,8,8,0,,1
264,6,6,8,0,,1
59,8,7,7,0,,1
2024-08-24,7,6,7,0,,1
271,4,2,3,0,,3
282,4,2,4,1,3,
2024-08-22,5,3,5,0,,3
2024-11-21,8,7,8,0,,1
2024-07-11,8,7,7,0,,1
349,7,8,8,0,,1
2024-03-17,7,6,8,0,,1
2024-03-04,9,7,8,0,,1
2024-03-27,9,7,9,0,,1
245,8,7,8,0,,1
235,8,7,8,0,,1
77,10,8,8,0,,1
45,7,6,7,0,,1
2024-12-25,7,7,8,0,,1
2024-07-18,7,8,7,0,,1
286,8,6,7,0,,1
2024-04-11,7,7,6,0,,1
2024-01-14,3,3,2,1,3,
129,7,7,8,0,,1
2024-08-27,7,7,6,0,,1
79,5,7,5,0,,1
2024-02-16,7,7,6,0,,1
357,5,3,4,1,2,
2024-07-07,5,6,5,1,7,
235,7,7,8,0,,1
245,6,7,6,0,,1
157,7,7,7,0,,1
2024-02-22,9,9,8,0,,1
2024-05-31,8,6,7,0,,1
237,7,7,8,0,,1
0,8,6,8,0,,1
22,8,7,8,0,,1
108,7,6,7,0,,1
2024-04-20,8,7,8,0,,1
227,7,7,8,0,,1
76,6,8,7,0,,1
64,8,8,7,0,,1
2024-03-31,8,8,7,0,,1
2024-09-19,7,6,8,0,,1
2024-11-06,5,5,6,0,,1
2024-02-05,7,6,8,0,,1
2024-12-06,10,8,10,0,,1
135,7,7,6,0,,1
2024-01-23,6,7,7,0,,1
71,7,6,8,0,,1
290,7,7,6,0,,1
141,7,9,7,0,,1
2024-07-20,9,8,8,0,,1
2024-08-03,8,6,6,0,,1
110,7,6,7,0,,1
272,8,7,9,0,,1
2024-10-25,7,7,8,0,,1
2024-11-06,9,7,8,0,,1
2024-10-17,9,7,9,0,,1
2024-06-07,8,9,8,0,,1
284,6,6,7,0,,1
2024-08-06,8,7,8,0,,1
2024-08-26,8,6,7,0,,1
2024-06-19,8,6,8,0,,1
2024-05-17,7,7,6,0,,1
174,10,10,10,0,,1
98,6,7,6,0,,1
331,8,6,7,0,,1
269,3,4,3,0,,3
351,7,5,7,1,5,
2024-08-07,8,7,8,0,,1
2024-02-12,6,5,5,0,,3
282,6,5,6,0,,1
2024-07-09,8,6,7,0,,1
104,9,10,9,0,,1
2024-11-12,5,6,5,0,,1
173,9,7,8,0,,1
282,7,6,7,0,,1
2024-06-11,4,4,3,1,5,
332,7,6,7,0,,1
2024-03-17,8,8,6,0,,1
115,8,7,8,0,,1
2024-12-14,10,10,10,0,,1
301,7,6,7,0,,1
2024-04-08,8,7,8,0,,1
317,8,9,9,0,,1
2024-07-16,9,10,9,0,,1
35,8,9,8,0,,1
313,8,9,7,0,,1
2024-01-03,7,6,7,0,,1
2024-06-14,6,5,6,0,,1
2024-04-01,8,9,7,0,,1
325,9,10,9,0,,1
2024-09-16,8,7,8,0,,1
320,6,6,8,0,,1
2024-04-01,6,5,6,0,,1
227,8,7,8,0,,1
2024-05-14,7,8,7,0,,1
353,5,7,6,0,,1
2024-09-28,5,6,5,0,,1
295,6,6,8,1,6,
2024-10-23,7,8,7,0,,1
230,9,10,9,0,,1
264,6,6,5,0,,1
267,8,7,8,0,,1
179,8,9,8,0,,1
92,8,7,7,0,,1
289,8,6,7,0,,1
75,6,7,6,0,,3
237,8,7,8,0,,1
233,9,10,8,0,,1
88,8,7,8,0,,1
108,9,8,9,0,,1
277,4,3,4,1,3,
2024-11-28,9,10,8,0,,1
98,6,5,6,0,,1
223,7,6,7,0,,1
92,7,8,7,0,,1
159,5,6,5,1,5,
2024-06-03,2,2,1,1,1,
2024-10-19,8,7,7,0,,1
2024-09-27,7,8,7,0,,1
107,9,10,8,0,,1
91,7,8,6,0,,1
134,5,6,5,0,,1
35,6,5,6,0,,1
138,4,3,4,1,5,
221,8,6,7,0,,1
2024-11-22,9,9,10,0,,1
238,7,7,6,0,,1
2024-07-30,7,6,7,0,,1
343,8,9,7,0,,1
2024-12-19,9,10,8,0,,1
4,9,10,9,0,,1
2024-02-28,7,8,7,0,,1
2024-10-06,7,8,7,0,,1
2024-05-04,8,7,6,0,,1
2024-06-01,7,6,9,0,,1
2024-01-22,8,7,7,0,,1
14,9,8,8,0,,1
2024-01-09,7,6,6,0,,1
0,8,7,7,0,,1
2024-12-07,8,5,6,0,,1
246,6,7,7,0,,1
2024-07-26,8,6,8,1,8,
299,8,6,8,0,,1
2024-05-22,8,7,7,0,,1
2024-06-30,8,6,7,0,,1
2024-04-22,6,7,7,0,,1
20,8,6,7,0,,1
128,8,7,7,0,,1
217,9,6,9,0,,1
334,9,6,6,0,,1
2024-10-16,6,6,7,0,,1
81,8,8,7,0,,1
2024-09-24,7,6,8,0,,1
363,9,8,8,0,,1
283,8,7,7,0,,1
2024-11-24,7,6,6,0,,1
59,7,6,7,0,,1
2024-02-14,8,7,8,0,,1
2024-02-14,7,7,6,0,,1
88,8,7,8,0,,1
2024-11-03,9,8,6,0,,1
178,9,10,9,0,,1
2024-12-02,8,8,8,0,,1
51,8,7,8,0,,1
2024-12-08,8,6,6,0,,1
2024-04-09,8,7,6,0,,1
196,8,6,7,0,,1
322,8,6,7,0,,1
2024-10-17,8,6,7,0,,1
2024-05-02,7,8,7,0,,1
2024-04-14,9,8,7,0,,1
2024-06-02,9,7,9,0,,1
2024-04-01,9,6,8,0,,1
2024-12-26,9,7,6,0,,1
2024-03-07,9,7,7,0,,1
2024-12-12,8,6,6,0,,1
2024-03-15,10,6,8,0,,1
2024-03-03,9,8,7,0,,1
2024-03-31,9,8,6,0,,1
2024-09-20,9,7,9,0,,1
315,8,7,8,0,,1
2024-02-26,8,7,7,0,,1
67,9,7,7,0,,1
2024-06-18,10,8,8,0,,1
2024-10-05,8,7,8,0,,1
154,9,8,7,0,,1
303,4,3,3,0,,3
2024-11-19,8,6,6,0,,1
2024-12-09,9,7,9,0,,1
15,8,7,8,0,,1
140,9,8,8,0,,1
293,7,6,6,0,,1
2024-11-09,8,7,8,0,,1
321,8,6,8,0,,1
304,9,7,8,0,,1
191,7,5,4,0,,1
44,8,7,8,0,,1
15,6,5,4,0,,2
2024-11-01,9,6,9,0,,1
20,8,6,6,0,,1
2024-10-09,6,6,7,0,,1
2024-09-12,6,4,5,0,,3
64,9,6,8,0,,1
2024-10-12,8,9,7,0,,1
140,8,9,7,0,,1
2024-07-27,9,7,7,0,,1
2024-09-16,9,7,8,0,,1
2024-11-01,7,5,4,0,,2
2024-01-19,9,6,6,0,,1
2024-09-29,7,7,7,0,,1
209,3,3,2,1,4,
231,6,7,7,0,,1
163,8,6,8,0,,1
2024-05-03,7,6,8,0,,1
2024-05-08,8,8,9,0,,1
269,7,9,9,0,,1
233,7,6,8,0,,1
2024-12-24,6,5,4,1,3,
361,5,2,3,1,3,
2024-01-04,8,7,8,0,,1
27,8,7,8,0,,1
125,9,6,8,0,,1
2024-06-28,9,8,8,0,,1
2024-06-07,7,7,6,0,,1
251,7,6,7,0,,1
50,7,6,8,0,,1
231,9,6,8,0,,1
275,8,7,6,0,,1
317,7,6,7,0,,1
32,9,8,8,0,,1
304,7,7,6,0,,1
330,7,7,6,0,,1
2024-01-08,7,6,6,0,,1
142,4,3,3,1,4,
323,8,6,8,0,,1
2024-04-04,7,5,6,0,,1
230,9,5,6,0,,1
2024-05-22,6,6,5,0,,1
18,8,7,8,1,7,
2024-01-31,9,7,7,0,,1
95,9,8,8,0,,1
22,8,7,8,0,,1
191,6,7,8,0,,1
160,8,8,7,0,,1
2024-08-13,9,7,9,0,,1
281,9,7,9,0,,1
2024-01-01,6,6,7,0,,1
255,8,6,8,0,,1
2024-06-26,9,7,8,0,,1
123,7,7,8,0,,1
2024-03-25,8,6,6,0,,1
50,7,5,6,0,,1
2024-12-29,9,8,8,0,,1
2024-07-24,7,6,8,0,,1
304,8,7,6,0,,1
2024-06-22,5,4,4,1,3,
2024-11-17,7,6,7,0,,1
354,8,8,7,0,,1
78,8,5,8,0,,1
57,6,6,8,0,,1
2024-02-22,8,5,7,0,,1
2024-03-31,7,7,5,0,,1
294,8,6,7,0,,1
105,8,7,7,0,,1
10,8,7,8,0,,1
2024-04-10,4,2,4,1,3,
2024-04-16,9,7,8,0,,1
2024-08-19,7,6,8,0,,1
108,9,6,6,0,,1
2024-08-02,7,7,6,0,,1
13,8,6,8,0,,1
2024-06-06,9,8,8,0,,1
14,7,6,7,0,,1
2024-11-28,8,6,6,0,,1
2024-06-07,7,9,8,0,,1
2024-06-06,4,3,4,1,3,
313,8,6,9,0,,1
2024-12-30,8,7,9,0,,1
153,8,7,8,0,,1
38,8,7,8,0,,1
2024-04-06,8,7,8,0,,1
2,9,9,8,0,,1
88,7,8,7,0,,1
71,4,3,3,1,4,
90,10,7,8,0,,1
2024-08-25,3,2,2,1,4,
184,7,5,6,0,,1
2024-07-31,8,7,6,0,,1
141,6,5,5,0,,1
2024-03-14,9,7,9,0,,1
2024-10-31,7,6,7,0,,1
2024-07-29,9,6,6,0,,1
2024-05-16,6,7,9,0,,1
2024-02-20,8,6,8,0,,1
208,7,6,6,0,,1
2024-06-11,6,5,6,0,,1
187,9,7,8,0,,1
2024-03-25,10,9,9,0,,1
2024-08-11,9,6,8,0,,1
2024-05-16,8,6,5,0,,1
10,8,7,7,0,,1
6,8,6,9,0,,1
2024-01-01,8,6,7,0,,1
2024-12-14,8,7,8,0,,1
283,7,7,6,0,,1
3,9,6,8,0,,1
2024-09-21,5,2,4,0,,2
216,8,6,7,0,,1
2024-10-15,7,6,6,0,,1
63,10,7,9,0,,1
2024-07-02,9,7,6,0,,1
360,9,6,7,0,,1
159,8,6,6,0,,1
78,10,7,9,0,,1
277,7,7,7,0,,1
2024-02-29,7,5,6,0,,1
194,8,6,8,0,,1
2024-03-04,8,7,9,0,,1
2024-04-07,8,7,7,0,,1
298,7,6,6,0,,1
2024-04-15,8,6,9,0,,1
2024-12-29,6,4,5,1,3,
39,9,6,6,0,,1
203,7,6,6,0,,1
168,9,6,9,0,,1
2024-08-21,8,6,6,0,,1
2024-10-21,8,7,7,0,,1
2024-02-13,8,6,6,0,,1
2024-03-02,9,8,9,1,8,
2024-06-27,8,7,7,0,,1
344,8,6,7,0,,1
92,8,6,7,0,,1
157,10,7,9,0,,1
143,8,6,7,0,,1
246,7,7,8,0,,1
2024-03-10,9,7,6,0,,1
2024-12-07,8,7,6,0,,1
37,8,7,6,0,,1
2024-09-17,8,7,9,0,,1
2024-04-01,8,7,9,0,,1
2024-02-11,7,6,7,0,,1
300,7,7,6,0,,1
279,6,5,5,0,,1
2024-05-13,9,7,7,0,,1
193,7,6,6,0,,1
202,8,7,6,0,,1
2024-03-05,8,6,8,0,,1
83,10,7,8,0,,1
221,7,6,6,0,,1
129,6,7,8,0,,1
2024-12-12,9,7,9,0,,1
2024-09-04,8,6,8,0,,1
2024-07-16,9,6,8,0,,1
2024-09-03,9,7,7,0,,1
274,9,6,8,0,,1
269,8,6,6,0,,1
156,10,8,8,0,,1
2024-12-04,8,6,6,0,,1
2024-05-08,6,7,7,0,,1
357,9,8,8,0,,1
2024-11-01,8,7,7,0,,1
2024-04-01,8,7,5,0,,1
270,9,6,9,0,,1
2024-12-15,8,7,7,0,,1
2024-07-21,8,6,6,0,,1
332,9,7,8,0,,1
2024-11-20,8,6,6,0,,1
2024-09-18,8,6,7,0,,1
331,7,7,6,0,,1
2024-05-21,3,2,3,0,,3
2024-03-22,6,5,6,0,,3
2024-12-11,9,7,8,0,,1
25,7,5,6,0,,1
2024-07-02,8,7,8,0,,1
2024-04-21,8,6,6,0,,1
5,8,8,7,0,,1
2024-02-27,7,7,5,0,,1
2024-09-30,8,6,6,0,,1
100,6,6,7,0,,1
45,8,7,9,0,,1
291,7,6,5,0,,1
2024-08-12,8,7,6,0,,1
250,8,6,7,0,,1
213,8,7,8,0,,1
315,7,7,8,0,,1
207,8,7,6,0,,1
2024-04-01,7,6,6,0,,1
2024-07-19,7,6,7,0,,1
2024-12-28,9,7,8,0,,1
115,8,7,6,0,,1
2024-08-06,8,7,6,0,,1
17,9,7,7,0,,1
160,8,8,8,0,,1
22,8,6,8,0,,1
2024-12-24,6,6,6,0,,1
2024-09-24,9,6,9,0,,1
262,7,5,6,0,,1
141,8,6,8,1,7,
2024-10-14,7,7,6,0,,1
284,7,6,5,0,,1
2024-07-12,5,2,4,1,3,
2024-04-22,9,8,8,0,,1
347,8,7,8,0,,1
2024-11-02,8,7,8,0,,1
2024-05-03,8,8,7,0,,1
64,8,8,7,0,,1
2024-11-13,8,7,8,0,,1
297,9,6,6,0,,1
2024-06-20,10,6,9,0,,1
330,4,2,4,0,,3
2024-02-12,8,7,7,0,,1
314,8,6,6,0,,1
350,9,8,10,0,,1
79,8,7,8,0,,1
76,8,6,7,0,,1
2024-05-25,7,8,7,0,,1
132,8,7,8,0,,1
223,8,7,8,0,,1
355,10,8,8,0,,1
13,8,6,8,0,,1
2024-04-06,8,7,6,0,,1
76,10,8,8,0,,1
91,8,6,6,0,,1
2024-08-14,5,4,4,0,,1
131,8,7,7,0,,1
2024-12-05,10,8,9,0,,1
211,7,6,7,0,,1
2024-02-06,7,7,6,0,,1
280,7,6,7,0,,1
197,8,6,8,0,,1
2024-05-26,9,7,8,0,,1
2024-05-20,9,7,6,0,,1
262,9,6,6,0,,1
160,9,6,7,0,,1
13,8,6,8,0,,1
2024-11-11,9,7,8,0,,1
2024-03-20,9,7,9,0,,1
2024-06-29,10,8,9,0,,1
300,9,7,6,0,,1
2024-08-18,9,8,8,0,,1
2024-09-09,8,7,8,0,,1
2024-07-22,4,2,3,1,4,
261,9,9,7,0,,1
330,8,7,8,0,,1
2024-05-20,9,7,8,0,,1
2024-03-14,6,5,4,1,3,
2024-11-07,8,5,6,0,,1
2024-09-01,8,6,8,0,,1
2024-10-11,7,6,6,0,,1
2024-11-21,7,6,7,0,,1
2024-02-12,8,6,9,0,,1
333,6,6,7,0,,1
2024-03-20,8,6,6,0,,1
126,8,6,7,0,,1
2024-01-31,7,6,6,1,9,
137,7,8,7,0,,1
2024-08-19,8,8,6,0,,1
2024-01-15,7,6,6,0,,1
108,8,7,8,0,,1
133,7,8,6,0,,1
2024-12-07,9,6,8,0,,1
2024-08-01,9,8,9,0,,1
44,8,6,7,0,,1
309,5,4,4,0,,2
318,9,7,6,0,,1
301,7,6,6,0,,1
2024-07-05,8,6,7,0,,1
2024-01-26,7,7,6,0,,1
2024-10-28,6,9,6,0,,1
2024-11-29,8,6,8,0,,1
2024-02-05,7,6,6,0,,1
2024-09-28,8,6,8,0,,1
153,9,7,9,0,,1
320,8,7,8,0,,1
44,8,6,8,0,,1
357,8,6,6,0,,1
193,7,6,6,0,,1
260,7,7,8,0,,1
2024-12-23,10,8,9,0,,1
274,8,6,7,0,,1
300,6,6,7,0,,1
2024-11-09,8,7,6,0,,1
301,9,6,8,0,,1
2024-07-21,8,7,8,0,,1
2024-04-18,8,7,7,0,,1
298,8,7,8,0,,1
2024-03-14,5,3,4,1,3,
2024-07-19,9,8,8,0,,1
54,7,6,7,0,,1
34,8,7,6,0,,1
2024-01-11,7,5,7,0,,1
314,8,6,7,0,,1
2024-03-22,7,10,7,0,,1
193,9,7,8,0,,1
355,5,5,3,1,5,
2024-04-15,8,7,8,0,,1
2024-07-06,7,9,8,0,,1
258,7,7,6,0,,1
2024-12-30,6,5,6,0,,1
2024-11-14,9,7,8,0,,1
131,9,7,8,0,,1
68,9,7,8,0,,1
2024-11-07,7,6,6,0,,1
2024-09-15,8,6,7,0,,1
358,8,7,8,0,,1
2024-10-14,8,7,8,0,,1
361,9,8,9,0,,1
213,8,7,7,0,,1
350,7,6,7,0,,1
16,7,6,6,0,,1
2024-05-04,7,7,8,0,,1
209,6,8,9,0,,1
2024-11-03,4,3,3,0,,3
2024-06-26,10,7,9,0,,1
2024-11-27,8,6,9,0,,1
31,7,7,6,0,,1
2024-09-14,8,6,8,0,,1
